epoch,accuracy,val_accuracy,loss,val_loss
1,0.1675502061843872,0.17124542593955994,2.4472451210021973,2.324127197265625
2,0.1469879448413849,0.11538461595773697,2.5467731952667236,2.32737398147583
3,0.16787149012088776,0.17124542593955994,2.3121731281280518,2.293564558029175
4,0.1726907640695572,0.17124542593955994,2.315580129623413,2.3155157566070557
5,0.175742968916893,0.17124542593955994,2.3074135780334473,2.314317226409912
6,0.1738152652978897,0.17124542593955994,2.308288335800171,2.310228109359741
7,0.17606425285339355,0.17124542593955994,2.300501585006714,2.309375762939453
8,0.17606425285339355,0.17124542593955994,2.299022674560547,2.3102331161499023
